faculty_id,slot_id,available,preference_score
F0001,MON_0900,True,3
F0001,MON_1000,True,4
F0001,MON_1100,True,2
F0001,MON_1200,True,3
F0001,MON_1400,True,3
F0001,MON_1500,True,3
F0001,MON_1600,True,3
F0001,TUE_0900,True,3
F0001,TUE_1000,True,2
F0001,TUE_1100,True,4
F0001,TUE_1200,True,3
F0001,TUE_1400,True,2
F0001,TUE_1500,True,3
F0001,TUE_1600,True,4
F0001,WED_0900,True,2
F0001,WED_1000,True,4
F0001,WED_1100,True,3
F0001,WED_1200,True,2
F0001,WED_1400,True,3
F0001,WED_1500,True,3
F0001,WED_1600,True,4
F0001,THU_0900,True,2
F0001,THU_1000,True,4
F0001,THU_1100,True,4
F0001,THU_1200,True,4
F0001,THU_1400,True,2
F0001,THU_1500,True,2
F0001,THU_1600,True,4
F0001,FRI_0900,True,2
F0001,FRI_1000,True,3
F0001,FRI_1100,True,2
F0001,FRI_1200,True,4
F0001,FRI_1400,True,3
F0001,FRI_1500,True,4
F0001,FRI_1600,True,4
F0002,MON_0900,True,3
F0002,MON_1000,True,3
F0002,MON_1100,True,3
F0002,MON_1200,True,3
F0002,MON_1400,True,3
F0002,MON_1500,True,3
F0002,MON_1600,True,3
F0002,TUE_0900,True,3
F0002,TUE_1000,True,2
F0002,TUE_1100,True,3
F0002,TUE_1200,True,4
F0002,TUE_1400,True,2
F0002,TUE_1500,True,4
F0002,TUE_1600,True,2
F0002,WED_0900,True,3
F0002,WED_1000,True,3
F0002,WED_1100,True,3
F0002,WED_1200,True,4
F0002,WED_1400,True,3
F0002,WED_1500,True,3
F0002,WED_1600,True,3
F0002,THU_0900,True,3
F0002,THU_1000,True,3
F0002,THU_1100,True,4
F0002,THU_1200,True,3
F0002,THU_1400,True,3
F0002,THU_1500,True,3
F0002,THU_1600,True,3
F0002,FRI_0900,True,4
F0002,FRI_1000,True,3
F0002,FRI_1100,True,3
F0002,FRI_1200,True,3
F0002,FRI_1400,True,3
F0002,FRI_1500,False,3
F0002,FRI_1600,False,3
F0003,MON_0900,True,3
F0003,MON_1000,True,3
F0003,MON_1100,True,3
F0003,MON_1200,True,3
F0003,MON_1400,True,4
F0003,MON_1500,True,3
F0003,MON_1600,True,3
F0003,TUE_0900,True,2
F0003,TUE_1000,True,4
F0003,TUE_1100,True,3
F0003,TUE_1200,True,3
F0003,TUE_1400,True,2
F0003,TUE_1500,True,3
F0003,TUE_1600,True,3
F0003,WED_0900,True,3
F0003,WED_1000,True,3
F0003,WED_1100,True,3
F0003,WED_1200,True,3
F0003,WED_1400,True,2
F0003,WED_1500,True,2
F0003,WED_1600,True,2
F0003,THU_0900,True,3
F0003,THU_1000,True,2
F0003,THU_1100,True,4
F0003,THU_1200,True,4
F0003,THU_1400,True,2
F0003,THU_1500,True,3
F0003,THU_1600,True,3
F0003,FRI_0900,True,4
F0003,FRI_1000,True,3
F0003,FRI_1100,True,3
F0003,FRI_1200,True,2
F0003,FRI_1400,True,3
F0003,FRI_1500,True,3
F0003,FRI_1600,True,4
F0004,MON_0900,True,2
F0004,MON_1000,True,2
F0004,MON_1100,True,2
F0004,MON_1200,True,3
F0004,MON_1400,True,3
F0004,MON_1500,True,4
F0004,MON_1600,True,2
F0004,TUE_0900,True,4
F0004,TUE_1000,True,3
F0004,TUE_1100,True,4
F0004,TUE_1200,True,3
F0004,TUE_1400,True,3
F0004,TUE_1500,True,3
F0004,TUE_1600,True,2
F0004,WED_0900,True,4
F0004,WED_1000,True,2
F0004,WED_1100,True,3
F0004,WED_1200,True,3
F0004,WED_1400,True,3
F0004,WED_1500,True,3
F0004,WED_1600,True,3
F0004,THU_0900,True,3
F0004,THU_1000,True,3
F0004,THU_1100,True,4
F0004,THU_1200,True,3
F0004,THU_1400,True,3
F0004,THU_1500,True,3
F0004,THU_1600,True,3
F0004,FRI_0900,True,4
F0004,FRI_1000,True,3
F0004,FRI_1100,True,3
F0004,FRI_1200,True,2
F0004,FRI_1400,True,3
F0004,FRI_1500,True,2
F0004,FRI_1600,True,2
F0005,MON_0900,True,4
F0005,MON_1000,True,3
F0005,MON_1100,True,3
F0005,MON_1200,True,3
F0005,MON_1400,True,2
F0005,MON_1500,True,3
F0005,MON_1600,True,3
F0005,TUE_0900,True,3
F0005,TUE_1000,True,3
F0005,TUE_1100,True,3
F0005,TUE_1200,True,2
F0005,TUE_1400,True,4
F0005,TUE_1500,True,3
F0005,TUE_1600,True,3
F0005,WED_0900,True,3
F0005,WED_1000,True,3
F0005,WED_1100,True,2
F0005,WED_1200,True,4
F0005,WED_1400,True,3
F0005,WED_1500,True,3
F0005,WED_1600,True,2
F0005,THU_0900,True,3
F0005,THU_1000,True,4
F0005,THU_1100,True,2
F0005,THU_1200,True,4
F0005,THU_1400,True,3
F0005,THU_1500,True,3
F0005,THU_1600,True,4
F0005,FRI_0900,True,4
F0005,FRI_1000,True,3
F0005,FRI_1100,True,3
F0005,FRI_1200,True,4
F0005,FRI_1400,True,3
F0005,FRI_1500,True,2
F0005,FRI_1600,True,3
F0006,MON_0900,True,3
F0006,MON_1000,True,4
F0006,MON_1100,True,4
F0006,MON_1200,True,3
F0006,MON_1400,True,2
F0006,MON_1500,True,3
F0006,MON_1600,True,3
F0006,TUE_0900,True,2
F0006,TUE_1000,True,4
F0006,TUE_1100,True,2
F0006,TUE_1200,True,3
F0006,TUE_1400,True,2
F0006,TUE_1500,True,4
F0006,TUE_1600,True,4
F0006,WED_0900,True,3
F0006,WED_1000,True,2
F0006,WED_1100,True,3
F0006,WED_1200,True,3
F0006,WED_1400,True,4
