room_id,slot_id,available
AIDS_CR01,MON_0900,True
AIDS_CR01,MON_1000,True
AIDS_CR01,MON_1100,True
AIDS_CR01,MON_1200,True
AIDS_CR01,MON_1400,True
AIDS_CR01,MON_1500,True
AIDS_CR01,MON_1600,True
AIDS_CR01,TUE_0900,True
AIDS_CR01,TUE_1000,True
AIDS_CR01,TUE_1100,True
AIDS_CR01,TUE_1200,True
AIDS_CR01,TUE_1400,True
AIDS_CR01,TUE_1500,True
AIDS_CR01,TUE_1600,True
AIDS_CR01,WED_0900,False
AIDS_CR01,WED_1000,True
AIDS_CR01,WED_1100,True
AIDS_CR01,WED_1200,True
AIDS_CR01,WED_1400,True
AIDS_CR01,WED_1500,True
AIDS_CR01,WED_1600,True
AIDS_CR01,THU_0900,True
AIDS_CR01,THU_1000,True
AIDS_CR01,THU_1100,True
AIDS_CR01,THU_1200,True
AIDS_CR01,THU_1400,True
AIDS_CR01,THU_1500,True
AIDS_CR01,THU_1600,True
AIDS_CR01,FRI_0900,True
AIDS_CR01,FRI_1000,True
AIDS_CR01,FRI_1100,True
AIDS_CR01,FRI_1200,True
AIDS_CR01,FRI_1400,True
AIDS_CR01,FRI_1500,True
AIDS_CR01,FRI_1600,True
AIDS_CR02,MON_0900,True
AIDS_CR02,MON_1000,True
AIDS_CR02,MON_1100,True
AIDS_CR02,MON_1200,True
AIDS_CR02,MON_1400,True
AIDS_CR02,MON_1500,True
AIDS_CR02,MON_1600,True
AIDS_CR02,TUE_0900,True
AIDS_CR02,TUE_1000,True
AIDS_CR02,TUE_1100,True
AIDS_CR02,TUE_1200,True
AIDS_CR02,TUE_1400,True
AIDS_CR02,TUE_1500,True
AIDS_CR02,TUE_1600,True
AIDS_CR02,WED_0900,True
AIDS_CR02,WED_1000,True
AIDS_CR02,WED_1100,True
AIDS_CR02,WED_1200,True
AIDS_CR02,WED_1400,True
AIDS_CR02,WED_1500,True
AIDS_CR02,WED_1600,True
AIDS_CR02,THU_0900,True
AIDS_CR02,THU_1000,True
AIDS_CR02,THU_1100,True
AIDS_CR02,THU_1200,True
AIDS_CR02,THU_1400,True
AIDS_CR02,THU_1500,True
AIDS_CR02,THU_1600,True
AIDS_CR02,FRI_0900,True
AIDS_CR02,FRI_1000,True
AIDS_CR02,FRI_1100,True
AIDS_CR02,FRI_1200,True
AIDS_CR02,FRI_1400,True
AIDS_CR02,FRI_1500,True
AIDS_CR02,FRI_1600,True
AIDS_CR03,MON_0900,True
AIDS_CR03,MON_1000,True
AIDS_CR03,MON_1100,True
AIDS_CR03,MON_1200,True
AIDS_CR03,MON_1400,True
AIDS_CR03,MON_1500,True
AIDS_CR03,MON_1600,True
AIDS_CR03,TUE_0900,True
AIDS_CR03,TUE_1000,True
AIDS_CR03,TUE_1100,True
AIDS_CR03,TUE_1200,True
AIDS_CR03,TUE_1400,True
AIDS_CR03,TUE_1500,True
AIDS_CR03,TUE_1600,True
AIDS_CR03,WED_0900,True
AIDS_CR03,WED_1000,True
AIDS_CR03,WED_1100,True
AIDS_CR03,WED_1200,True
AIDS_CR03,WED_1400,True
AIDS_CR03,WED_1500,True
AIDS_CR03,WED_1600,True
AIDS_CR03,THU_0900,True
AIDS_CR03,THU_1000,True
AIDS_CR03,THU_1100,True
AIDS_CR03,THU_1200,True
AIDS_CR03,THU_1400,True
AIDS_CR03,THU_1500,True
AIDS_CR03,THU_1600,True
AIDS_CR03,FRI_0900,True
AIDS_CR03,FRI_1000,True
AIDS_CR03,FRI_1100,True
AIDS_CR03,FRI_1200,True
AIDS_CR03,FRI_1400,True
AIDS_CR03,FRI_1500,True
AIDS_CR03,FRI_1600,True
AIDS_CR04,MON_0900,True
AIDS_CR04,MON_1000,True
AIDS_CR04,MON_1100,True
AIDS_CR04,MON_1200,True
AIDS_CR04,MON_1400,True
AIDS_CR04,MON_1500,True
AIDS_CR04,MON_1600,True
AIDS_CR04,TUE_0900,True
AIDS_CR04,TUE_1000,True
AIDS_CR04,TUE_1100,True
AIDS_CR04,TUE_1200,True
AIDS_CR04,TUE_1400,True
AIDS_CR04,TUE_1500,True
AIDS_CR04,TUE_1600,True
AIDS_CR04,WED_0900,True
AIDS_CR04,WED_1000,True
AIDS_CR04,WED_1100,True
AIDS_CR04,WED_1200,True
AIDS_CR04,WED_1400,True
AIDS_CR04,WED_1500,True
AIDS_CR04,WED_1600,True
AIDS_CR04,THU_0900,True
AIDS_CR04,THU_1000,True
AIDS_CR04,THU_1100,True
AIDS_CR04,THU_1200,True
AIDS_CR04,THU_1400,True
AIDS_CR04,THU_1500,True
AIDS_CR04,THU_1600,True
AIDS_CR04,FRI_0900,True
AIDS_CR04,FRI_1000,True
AIDS_CR04,FRI_1100,True
AIDS_CR04,FRI_1200,True
AIDS_CR04,FRI_1400,True
AIDS_CR04,FRI_1500,True
AIDS_CR04,FRI_1600,True
AIDS_CR05,MON_0900,True
AIDS_CR05,MON_1000,True
AIDS_CR05,MON_1100,True
AIDS_CR05,MON_1200,True
AIDS_CR05,MON_1400,True
AIDS_CR05,MON_1500,True
AIDS_CR05,MON_1600,True
AIDS_CR05,TUE_0900,True
AIDS_CR05,TUE_1000,True
AIDS_CR05,TUE_1100,True
AIDS_CR05,TUE_1200,True
AIDS_CR05,TUE_1400,True
AIDS_CR05,TUE_1500,True
AIDS_CR05,TUE_1600,True
AIDS_CR05,WED_0900,True
AIDS_CR05,WED_1000,True
AIDS_CR05,WED_1100,True
AIDS_CR05,WED_1200,True
AIDS_CR05,WED_1400,True
AIDS_CR05,WED_1500,True
AIDS_CR05,WED_1600,True
AIDS_CR05,THU_0900,True
AIDS_CR05,THU_1000,True
AIDS_CR05,THU_1100,True
AIDS_CR05,THU_1200,True
AIDS_CR05,THU_1400,True
AIDS_CR05,THU_1500,True
AIDS_CR05,THU_1600,True
AIDS_CR05,FRI_0900,True
AIDS_CR05,FRI_1000,True
AIDS_CR05,FRI_1100,True
AIDS_CR05,FRI_1200,True
AIDS_CR05,FRI_1400,True
AIDS_CR05,FRI_1500,True
AIDS_CR05,FRI_1600,True
AIDS_CR06,MON_0900,True
AIDS_CR06,MON_1000,True
AIDS_CR06,MON_1100,True
AIDS_CR06,MON_1200,True
AIDS_CR06,MON_1400,True
AIDS_CR06,MON_1500,True
AIDS_CR06,MON_1600,True
AIDS_CR06,TUE_0900,True
AIDS_CR06,TUE_1000,True
AIDS_CR06,TUE_1100,True
AIDS_CR06,TUE_1200,True
AIDS_CR06,TUE_1400,True
AIDS_CR06,TUE_1500,True
AIDS_CR06,TUE_1600,True
AIDS_CR06,WED_0900,True
AIDS_CR06,WED_1000,True
AIDS_CR06,WED_1100,True
AIDS_CR06,WED_1200,True
AIDS_CR06,WED_1400,True
AIDS_CR06,WED_1500,True
AIDS_CR06,WED_1600,True
AIDS_CR06,THU_0900,True
AIDS_CR06,THU_1000,True
AIDS_CR06,THU_1100,True
AIDS_CR06,THU_1200,True
AIDS_CR06,THU_1400,True
AIDS_CR06,THU_1500,True
AIDS_CR06,THU_1600,True
AIDS_CR06,FRI_0900,True
AIDS_CR06,FRI_1000,True
AIDS_CR06,FRI_1100,True
AIDS_CR06,FRI_1200,True
AIDS_CR06,FRI_1400,True
AIDS_CR06,FRI_1500,True
AIDS_CR06,FRI_1600,True
AIDS_CR07,MON_0900,True
AIDS_CR07,MON_1000,True
